interaction_id,user_id,product_id,event_type,rating,timestamp
16714,AFCLR2ITPE5AZ,B004AZ38Z0,purchase,5.0,2013-12-20
16715,A3KUE8XSAGRZLU,B002C7481G,view,1.0,2010-10-19
16716,A3NYMQSHMGIICM,B000A7B9YE,view,1.0,2006-07-25
16717,A2M66B89MYA54B,B00DR0PDNE,purchase,5.0,2014-02-14
16718,A2F0A3YXGPBO53,B004J3V7MO,purchase,5.0,2013-12-01
16719,A744VR142752R,B007P4VOWC,purchase,5.0,2013-02-17
16720,A33YZNZIRA3H97,B001TKRLPC,purchase,5.0,2012-11-30
16721,A1X141RMLQCIS7,B0007U00XU,purchase,5.0,2005-09-26
16722,A1L6VBY4XCZAH6,B0007LZGD8,wishlist,3.0,2005-10-08
16723,A9GK1UXBH4TUG,B00AYFFCO0,purchase,5.0,2014-05-13
16724,A1VHCO8RQFIGQJ,B0000A1G05,add_to_cart,4.0,2013-03-04
16725,A3SBFUPCI9HCZJ,B0075S141E,view,1.0,2014-01-08
16726,AFBY33GMIB3E1,B000LB7G00,add_to_cart,4.0,2012-08-14
16727,A39E7IWNHY62JT,B00BFYVXYM,add_to_cart,4.0,2013-04-24
16728,A2NGME1UO4ZGX1,B004RORMF6,purchase,5.0,2011-12-14
16729,A38OHH4FYEPQTN,B001MT8J4W,purchase,5.0,2013-03-25
16730,A1BBU3QXVEQFL7,B0000Y7W98,view,2.0,2007-09-23
16731,A3Q97QFRGXI7IK,B000095SB4,purchase,5.0,2013-04-03
16732,A3CSB37WGB0R7S,B005CVNH1Q,wishlist,3.0,2014-05-15
16733,A1MONMVBUEDYPA,B00005T3G0,add_to_cart,4.0,2013-03-26
16734,A3L8M2049BT9YI,B000RZQZM0,purchase,5.0,2011-10-31
16735,A39E7IWNHY62JT,B005HTIWF4,wishlist,3.0,2012-01-25
16736,A34S3J7R33AG6T,B004M8SU30,add_to_cart,4.0,2013-02-06
16737,A2BZOX52IPLJV7,B003PJ6TJE,add_to_cart,4.0,2011-12-18
16738,A2ZFZ8U009NLYP,B00HNFPZF0,purchase,5.0,2014-05-26
16739,A9T5ZDBA58E70,B009WA115M,add_to_cart,4.0,2014-04-04
16740,A2DF62DP20RIXF,B009Z7KMUM,add_to_cart,4.0,2013-02-26
16741,A23PKSFVY2JFIT,B004HG056M,view,2.0,2014-05-05
16742,A3BVOKZ9PDQAUS,B0027VT6V4,purchase,5.0,2011-03-20
16743,A2EFK9WN1M0WA4,B005O74J7O,purchase,5.0,2012-12-13
16744,A4UGMKUSX9XHI,B0078K17WK,purchase,5.0,2012-04-23
16745,A434Z4B4SKXIW,B0007UQNKY,view,2.0,2008-05-05
16746,A2L7MYSQH20POZ,B0042I3J1I,purchase,5.0,2014-06-11
16747,A1WMRWU4IWELHL,B002IF1VDK,add_to_cart,4.0,2012-02-19
16748,AGE30NTN3QEV0,B0002OD3JY,add_to_cart,4.0,2006-06-02
16749,A2HFYL14Q1XQCL,B00DNVA184,purchase,5.0,2013-12-30
16750,A1LTPV533P17YJ,B009MJE8N0,purchase,5.0,2013-07-09
16751,A2OKOSNOFWE0F8,B002DIGMZO,purchase,5.0,2014-01-22
16752,A1MFXZAOO8ZCJI,B007WTAJTO,purchase,5.0,2014-05-11
16753,A1ZVRCPGD302ER,B0006B486K,purchase,5.0,2014-05-10
16754,A1SDUPDO3EMKJH,B009AQCNQ4,wishlist,3.0,2013-07-22
16755,A37I2UANFXWORU,B008BDBPTS,view,2.0,2012-09-07
16756,A3030OAAKP7KA3,B0055YB5IC,add_to_cart,4.0,2012-01-12
16757,A13KCAEGY6IDQ3,B001H0GEVG,purchase,5.0,2009-05-19
16758,A1MNULJJ5JAY3I,B0029QI7KI,wishlist,3.0,2012-03-29
16759,A1ZMILIOWUHCP5,B0014E4IUE,purchase,5.0,2010-12-21
16760,A24Y3095I35WLR,B00DKX0NBU,wishlist,3.0,2014-06-08
16761,A3V7ATN6QCSCY4,B002UT42UI,purchase,5.0,2013-12-12
16762,A2JFL163HUJZG3,B00829THEG,purchase,5.0,2012-07-17
16763,AAJQH55Z95OH2,B005FXYJZY,purchase,5.0,2013-08-09
16764,A3RBTKH8OI4X6X,B008F4NL04,view,1.0,2013-04-21
16765,A3GDSC3STWHCET,B0042SGDVG,purchase,5.0,2011-03-29
16766,A2YMP0GYNVPLNT,B0080JQY4E,view,1.0,2013-07-01
16767,A4B8XUL7DEWKO,B004G6TA1Y,add_to_cart,4.0,2013-02-10
16768,A1UQBFCERIP7VJ,B00CIYXD6O,purchase,5.0,2013-06-17
16769,ACPV29SBTSTBS,B001E1Y5O6,purchase,5.0,2013-12-13
16770,AFW6X67KNTP38,B000FJEYZS,purchase,5.0,2014-07-05
16771,A3LR1I5TWAK3U7,B007M58WWO,add_to_cart,4.0,2013-12-04
16772,A2CUOPUW0ZDPW6,B00001P4ZH,wishlist,3.0,2014-06-29
16773,A1LJP7U42R7X91,B00008IP5H,view,2.0,2009-03-28
16774,A29ZL3EUXPASU7,B001NIFI28,purchase,5.0,2013-11-14
16775,A1V6T6A7GL5FLG,B001KU2RLY,purchase,5.0,2009-11-11
16776,A2KHG3JOFXQ4CE,B004T9RR6I,purchase,5.0,2012-04-25
16777,A38KVB95JZ309S,B00BQ5KHJW,purchase,5.0,2014-04-18
16778,A2L82PWA54MG6O,B002Q887BS,view,2.0,2013-07-27
16779,A2DYACS5N828L5,B005WQE25G,add_to_cart,4.0,2013-01-17
16780,A6ZSS2ZLUG6A5,B0043T7FXE,purchase,5.0,2013-07-23
16781,ADUD37GMXNLSK,B000093USP,purchase,5.0,2003-10-11
16782,A3FKQQTSMHOCE0,B000Q3043Y,add_to_cart,4.0,2008-08-15
16783,A2VDG6UXZI3ZN6,B00008CLZS,purchase,5.0,2005-06-23
16784,A28TRYU3FJ039C,B004BZK5BE,view,1.0,2012-01-10
16785,A24PZQZ6FYQLVV,B009A6CZ12,purchase,5.0,2013-12-30
16786,A3R1GJY2MY8041,B000QUUFRW,purchase,5.0,2013-08-20
16787,A1VB4PFIH91H8T,B0001XGR1C,purchase,5.0,2012-02-27
16788,A3L8Q41TJR792Y,B0041BT21M,purchase,5.0,2013-10-24
16789,A1VSXFUI7W6GH1,B000CQXI6A,view,2.0,2012-04-07
16790,A1ESBB4RNIX0LN,B003LSTD38,add_to_cart,4.0,2014-02-01
16791,A1TT4576ZKPDCX,B000W9GKWG,purchase,5.0,2009-01-19
16792,A21ANAQ5WPH68B,B005519SUW,purchase,5.0,2011-12-28
16793,A1OQHU7LBUCX7H,B000VJWJW2,add_to_cart,4.0,2007-10-15
16794,A3C5L1T440TLLP,B004PYKM1Y,purchase,5.0,2012-10-22
16795,AISW4S9NQYS83,B005QB3HB2,view,1.0,2012-07-26
16796,A3HTGJAK801WJC,B00099XTKA,wishlist,3.0,2009-06-24
16797,A2DY4K74PF6JST,B00004THCZ,add_to_cart,4.0,2010-11-12
16798,ACEA95FQS1AVP,B002TZ4CRG,add_to_cart,4.0,2010-12-06
16799,A1HLVPVTU1DE9U,B005OFFH5Y,view,1.0,2013-03-23
16800,A1BC62X6HZJGZR,B0067I4Z6O,wishlist,3.0,2013-06-04
16801,A3PTNWL69ELZTN,B005CLPP8E,purchase,5.0,2013-01-10
16802,AW5VKNHLMUKU5,B001TH7GSW,add_to_cart,4.0,2014-02-02
16803,A3ETYC1KEQDELJ,B0051QHPJM,purchase,5.0,2013-05-22
16804,A3VDNWAGREE5NP,B001EYX1HK,view,1.0,2011-03-02
16805,AAHRCFPSXOMW4,B005N4QHEG,purchase,5.0,2012-11-15
16806,ABDFB5WZ5MYCR,B004XC6GJ0,purchase,5.0,2013-11-02
16807,A18QNMVRG08DU5,B0015EWMX8,view,1.0,2010-09-24
16808,A3F1DM8XWNDMJH,B00009UU2J,purchase,5.0,2011-01-04
16809,A1VJGVCG06V1M0,B001GUPEMW,add_to_cart,4.0,2009-11-26
16810,A2BK154A9EVEAR,B000AR7TQG,add_to_cart,4.0,2011-04-23
16811,A3RWUKK433PYM4,B00HTPHK5W,purchase,5.0,2014-06-11
16812,A3KS1VVSHAQOT2,B004YIFOZK,add_to_cart,4.0,2011-12-25
16813,A3O3INEKU0KRN,B004RORMF6,purchase,5.0,2013-05-04
16814,AI0BFS7A8GDXA,B0030LOGWO,purchase,5.0,2012-08-31
16815,A38C6X614AVSFF,B002HZW6WQ,view,1.0,2013-08-01
16816,A38NK8SVTE7RBL,B009NB8WR0,purchase,5.0,2013-03-01
16817,AQ0HIO5MJBEIJ,B004YD74VC,view,2.0,2013-09-15
16818,A3JHWOZGFFRUY0,B0040IG1A6,purchase,5.0,2014-06-09
16819,A3NJI70WKIOVIT,B001OCY3RY,purchase,5.0,2012-10-05
16820,A21BJ1O7WT8OJ0,B003EWNXFU,wishlist,3.0,2010-05-05
16821,A28CCN6VYHRUKS,B005775790,wishlist,3.0,2011-08-24
16822,A2DHQG1IBD4TVX,B005FYCFG8,purchase,5.0,2014-07-04
16823,A27R1FLUS2KTIX,B0034XRDUA,add_to_cart,4.0,2010-10-02
16824,A10ISTV0QD8FAC,B006KDQFLY,add_to_cart,4.0,2012-06-19
16825,A2QRWTEAR9WBVB,B004MD0EG6,wishlist,3.0,2012-04-13
16826,A15T45VLAFQVTD,B0098PIYTW,purchase,5.0,2013-01-16
16827,A1DL5JZHBL6JJU,B00006HXF4,wishlist,3.0,2013-08-10
16828,A4YQQ0A58Q31E,B005KELR3A,wishlist,3.0,2013-10-05
16829,A279F9L33EYU9I,B004WISMY2,purchase,5.0,2013-06-19
16830,A24RK7ZP1RHPSH,B001SEQSDK,add_to_cart,4.0,2009-11-21
16831,A12S7YVO9BO9TX,B00603RS9W,purchase,5.0,2014-03-16
16832,A242H3Q9O4K8X0,B0002IYOES,view,1.0,2009-01-23
16833,A3VC7LYV1DEBOG,B002NKNWAA,add_to_cart,4.0,2013-03-19
16834,A3F1551XF4POHY,B008FWSGTM,purchase,5.0,2013-03-07
16835,A528QMHV03UAF,B007SU0K5U,purchase,5.0,2013-01-19
16836,A2JJJ6K7875DLW,B0032XLSLM,purchase,5.0,2012-12-20
16837,ARARUVZ8RUF5T,B0079UAT0A,purchase,5.0,2012-11-20
16838,A2WWG82L6EDRR2,B00171MWSO,purchase,5.0,2009-02-23
16839,A1CN0BMI92CCI6,B004UG414Q,add_to_cart,4.0,2011-10-29
16840,A1F8ABPW3WRF6T,B0081FLFQE,add_to_cart,4.0,2013-03-09
16841,A5A4374R8I7NB,B003UE52ME,purchase,5.0,2012-06-25
16842,A37AQI4AU3JWSR,B0068LAAOQ,view,1.0,2013-03-30
16843,A2A5DYXOXGGTRQ,B00005ATMI,purchase,5.0,2014-06-26
16844,A2L1P2970MQ74K,B0036VO70O,add_to_cart,4.0,2013-01-13
16845,A1GWZH1NT3LYT8,B000LXZYKW,add_to_cart,4.0,2007-05-31
16846,A3F7081YFZL4FH,B008I636D6,purchase,5.0,2013-12-04
16847,A33U1W4QNY9HLE,B00B1K6D5Y,wishlist,3.0,2014-05-28
16848,A3RK99YGKXWTDT,B000MSC4YK,purchase,5.0,2007-06-27
16849,A3PCS9DPD5N46I,B000E6NGBU,purchase,5.0,2009-01-07
16850,A1TR1KNR3VKPHY,B001VRJ5D4,add_to_cart,4.0,2012-07-11
16851,A1P7JKYNPBYQI0,B0000CDJPQ,purchase,5.0,2012-02-17
16852,A1IU8SFMEX3AHV,B004IZN3ES,wishlist,3.0,2012-09-13
16853,A12GJ7HKYHJRA,B009NAYOIM,add_to_cart,4.0,2013-01-07
16854,A3UNWS02IP8OVA,B00DTPYRKC,purchase,5.0,2013-11-13
16855,A16XMAV7A6O8T,B001LK6ZE8,add_to_cart,4.0,2011-12-30
16856,A3D6Z48U0VZFB3,B006P88VSE,purchase,5.0,2013-09-11
16857,A23NZUD7JAZD9L,B00746YZS6,purchase,5.0,2014-06-02
16858,AZW49LJWVL83Q,B005MR58MG,add_to_cart,4.0,2012-03-06
16859,A3ETHET67071YX,B0098O6F0S,wishlist,3.0,2013-10-17
16860,A1TEI6O81VRSJL,B0061JPXLU,wishlist,3.0,2014-03-19
16861,A21C9UZAU2BYHN,B005GGTTZ0,purchase,5.0,2014-05-08
16862,A346X0Y5YF84VM,B00COF7DGS,purchase,5.0,2014-03-24
16863,A1CZY109U7DYYM,B0065MCEW4,wishlist,3.0,2012-12-17
16864,A84FLVDK2R5JF,B004SBDQGM,add_to_cart,4.0,2011-09-13
16865,A40C34RP5H1FW,B005OOKNP4,add_to_cart,4.0,2014-02-14
16866,A3I1MOVROW7ES2,B000UHQVOW,add_to_cart,4.0,2013-08-31
16867,AJ66ACRE4B7SA,B003VAHYTG,purchase,5.0,2013-12-09
16868,A3K8PNL3Y77Q8E,B000K9DHZG,purchase,5.0,2008-01-11
16869,A3HCLF3GRMZ824,B00D7CWSCG,purchase,5.0,2014-06-11
16870,A3O0MV1HSPQPF2,B001JKIHAU,purchase,5.0,2012-10-20
16871,A2WRON7CLB1JVK,B000EGUBRM,add_to_cart,4.0,2007-07-25
16872,A22E8551NAXJK1,B0001YXWVO,purchase,5.0,2007-02-22
16873,A3QXN395EHPBQ8,B001SVH8KU,wishlist,3.0,2010-01-23
16874,A1SNZ471I383Y5,B0051OL9LO,add_to_cart,4.0,2012-03-06
16875,A3TIL1PC2ZE97B,B00EZ9XLC6,add_to_cart,4.0,2013-10-30
16876,A1V4VVBQBFXRHC,B0001XGQTA,purchase,5.0,2009-05-21
16877,AWVXQ653QRE26,B002K0TU2C,purchase,5.0,2014-05-28
16878,A1C65W6AGJ0LCH,B000EZL1EA,purchase,5.0,2014-03-15
16879,A2C3VC5JTYVRCL,B002G1YPHA,purchase,5.0,2013-02-07
16880,A15K9369HIFKIZ,B00298Y8U4,purchase,5.0,2010-01-25
16881,A1PJ1UYKHL47AZ,B005276QSQ,purchase,5.0,2013-03-19
16882,A1CYTBE7LLUQ8F,B0009RGLSE,purchase,5.0,2007-02-19
16883,A1Q1NVLTYEEBVU,B000BVB2FK,purchase,5.0,2007-09-03
16884,A35HNTA6A65ZDA,B004VTAVLE,purchase,5.0,2014-06-04
16885,A1JY2UHLXV0P0,B004I8WH60,purchase,5.0,2011-04-29
16886,A3LTVWLFM988AY,B00IWJM9SW,add_to_cart,4.0,2014-06-12
16887,A2GC5B79QJ5S6H,B00E9QK2MW,purchase,5.0,2014-02-12
16888,A2EAJGZRFPFLOA,B001F51G1Q,purchase,5.0,2008-11-06
16889,A29OH3JI952QW3,B0007GIXS8,view,1.0,2008-03-19
16890,A178EAPE38NKE9,B007O59A0A,purchase,5.0,2013-09-29
16891,A134G0T1NI9NZJ,B000EXS1BS,add_to_cart,4.0,2009-05-31
16892,ANEY5MZ8R7GMJ,B0001VGFKW,wishlist,3.0,2013-12-12
16893,ABSQZ0SI1XNJB,B003CF9UPQ,purchase,5.0,2011-01-02
16894,A36WF6ENZKOXL5,B006GLEZ8U,purchase,5.0,2013-09-02
16895,A1WEUFVUW4D5CN,B00553UG92,add_to_cart,4.0,2013-03-10
16896,A1OVZ3NW6UN5AN,B005H3Q52C,purchase,5.0,2013-08-18
16897,A3QPJS71FU70MX,B001HDEECO,add_to_cart,4.0,2013-07-16
16898,AN58EP2QYN2AW,B0084V5FOI,purchase,5.0,2013-10-17
16899,A3X58TWLCLHZD,B0048JALI0,purchase,5.0,2013-10-05
16900,A2UFXPRDAGFZ7J,B000O5N5AI,purchase,5.0,2009-04-10
16901,A1XSAU1I4D8JJX,B002RMPHMU,purchase,5.0,2010-12-26
16902,A18Y44D0MVRCWH,B0055OMCJ8,add_to_cart,4.0,2013-03-04
16903,A3GFVARAAT1MVK,B0002UB2P0,purchase,5.0,2005-04-09
16904,AOTSEHSQ76NSN,B0009ZCZXG,purchase,5.0,2006-01-15
16905,A2QCMC2MMZQWIN,B004G8HXXO,add_to_cart,4.0,2012-02-20
16906,A6RMR7B2VZ6MD,B001GO5TU0,view,2.0,2011-09-21
16907,A28I19GM9HQ7IS,B002R9CQYK,wishlist,3.0,2013-09-15
16908,A2606XMO1I11DY,B000JZ76IK,purchase,5.0,2014-02-21
16909,A3CTPG943V7JGW,B00006I59Z,view,1.0,2008-03-11
16910,ABU9XU71CASVB,B0058G40O8,purchase,5.0,2012-05-15
16911,A2T3UVDYFMGKMO,B008VLQAQS,purchase,5.0,2013-09-02
16912,A16OU6WSH4KO3N,B000ANCPNM,purchase,5.0,2014-03-18
16913,A2DF62DP20RIXF,B000TKHGL2,add_to_cart,4.0,2007-10-15
16914,A2IXSZP3NGH1UO,B0069WH2OA,purchase,5.0,2013-09-29
16915,AQWVDPXTUSXCR,B002RYVTHK,purchase,5.0,2010-01-11
16916,A2MN19WI7J0ACY,B007PJ4Q4A,purchase,5.0,2013-02-25
16917,A2NPBSTH2WJWPT,B008GGB342,purchase,5.0,2012-10-16
16918,APFSGJQUOWFVS,B00EDSM1O8,purchase,5.0,2013-12-04
16919,AIQORT9402J1F,B000QZ0036,add_to_cart,4.0,2012-08-28
16920,A2LLSFQO8O8XNW,B00429N18S,purchase,5.0,2011-10-25
16921,A2EPCGICV54XR3,B009SYZ8OC,purchase,5.0,2014-03-17
16922,A1B9GMSUWE6QVT,B009FPUBBE,view,2.0,2013-06-14
16923,A1LXFBMO2VZGWY,B000BM8RFM,purchase,5.0,2009-08-21
16924,AR2ETQ67PPXXR,B004UUCSBA,purchase,5.0,2013-12-12
16925,A35E4IUDV3Y9K4,B000P8AUMU,purchase,5.0,2011-12-21
16926,A2JH68UA6YNFTD,B00126B0UK,add_to_cart,4.0,2013-08-19
16927,A1L9CRJ8WNSUU7,B003R6U6HG,wishlist,3.0,2010-09-14
16928,A1U62JQDUBJJBO,B005TMTT24,view,1.0,2013-09-04
16929,A34OIIWM8N3NIN,B000TKHGL2,purchase,5.0,2009-01-26
16930,AAEEXHRP4QBQ1,B001E78UQY,view,2.0,2009-08-09
16931,A21UT4EXVU5ZGE,B009ZIILLI,purchase,5.0,2013-02-28
16932,A3DJ6X0F58YF8Y,B009HU6RI8,add_to_cart,4.0,2012-10-23
16933,A18BJA7Y02ZH03,B003EWNXFU,purchase,5.0,2011-06-02
16934,A1JF6A1CLJU47N,B0035ERKYW,purchase,5.0,2013-02-05
16935,A2X1MXEDJGBZ4L,B00CICWRUY,purchase,5.0,2013-06-03
16936,AABPFRFXAJZRW,B002CSRFD8,purchase,5.0,2012-11-26
16937,A2AF0ISXVVB6SP,B00AL1385C,purchase,5.0,2014-04-01
16938,A1C6HIIAKA6CY6,B0010K6TXQ,purchase,5.0,2012-03-20
16939,A11JYASPKMGA0B,B005AT2KTK,view,1.0,2013-06-07
16940,A1UBUX7VM3QC9N,B0000AFX16,add_to_cart,4.0,2003-12-23
16941,A17I1OT1IXYUVI,B004QVPGXK,purchase,5.0,2014-06-18
16942,A8TCDYQ3SP3J9,B005DKZTMG,purchase,5.0,2013-04-04
16943,ABMDSICFX4W0C,B00AR13UNQ,view,1.0,2013-02-01
16944,A1D0ZDET79VBWP,B001MV35K8,add_to_cart,4.0,2013-07-23
16945,A1704N53MLX76A,B001GS8G2E,purchase,5.0,2012-11-01
16946,A1I4EG0E2SHKYQ,B004I0F9OU,purchase,5.0,2011-11-09
16947,A11WH5XMX5JNLH,B007BWTOHU,purchase,5.0,2012-10-29
16948,A2F2MG56UAXTKW,B000YIF4I6,purchase,5.0,2008-02-22
16949,A1TSL0N2XQV7DJ,B005EHND30,purchase,5.0,2014-02-24
16950,A1D7SKBBIC8I62,B004M9AS3Y,purchase,5.0,2014-06-08
16951,A1IYZS46NB2CKS,B00123WZWK,purchase,5.0,2010-05-29
16952,AR74YY08IP2WE,B00489SLEQ,purchase,5.0,2011-10-16
16953,A250AXLRBVYKB4,B0002EQU6C,purchase,5.0,2008-12-21
16954,A1CUJ2A7EJFQ0,B000FFUCC6,view,2.0,2009-04-12
16955,A1BGIP4XIDS49Z,B0097BEDOC,purchase,5.0,2013-05-19
16956,A13EZEIV11NA3M,B004GIGA1A,add_to_cart,4.0,2013-02-08
16957,A1LXHQM4NSC1T4,B0028N6VN2,purchase,5.0,2013-05-05
16958,A2C7ZIT2YPFWFK,B001PIBE8I,add_to_cart,4.0,2010-02-12
16959,A1CMH9KYKFDO9P,B0057QYQS4,add_to_cart,4.0,2013-08-08
16960,AQXTPDKQ6A8I,B000O161X0,add_to_cart,4.0,2008-01-13
16961,A346VOTWKT6OED,B000F6S0KQ,purchase,5.0,2007-12-06
16962,A3VF5MG79D4GJK,B008FOSC76,add_to_cart,4.0,2012-07-16
16963,A2IAD8XA81CQWQ,1400599997,wishlist,3.0,2011-01-27
16964,A1BTI221EBPDZF,B000HPV3RW,purchase,5.0,2013-01-13
16965,ARUTG0YBM9D0C,B00J0TQ86C,purchase,5.0,2014-07-02
16966,A3ET2T0DGX947,B0037Z1FRM,purchase,5.0,2013-09-01
16967,A3O4OHJBQI4HZ0,B000JE7GPY,purchase,5.0,2013-12-06
16968,A3ULVDOD393UB2,B000NZKX4K,add_to_cart,4.0,2007-11-26
16969,A3QICMO83J8YB7,B0038YWLCA,wishlist,3.0,2013-04-01
16970,A1BD2QE1P71G3L,B0006BFSBO,purchase,5.0,2007-12-27
16971,A1K1MNVOJVP024,B000EVSLRO,purchase,5.0,2013-05-07
16972,A3FW3KF40W5N6R,B0056KEPVO,purchase,5.0,2013-01-22
16973,A25Z7LB7M9WRO4,B003ZSHNGS,purchase,5.0,2011-12-26
16974,A3OM8SKVTGYBTL,B00AYA40MK,view,1.0,2013-07-05
16975,A2ESN8Q2VCP4RK,B003ELVLKU,purchase,5.0,2014-06-05
16976,A2ZJF93UX00CMZ,B0034TSO3E,add_to_cart,4.0,2011-06-15
16977,A379T6PCYNRJO0,B0002EXFJW,add_to_cart,4.0,2014-07-02
16978,AEUNL92DZ123B,B00D42AFS8,purchase,5.0,2014-06-20
16979,A1N7NPKPJ1P5YU,B008JJLW4M,purchase,5.0,2013-05-27
16980,A2FRK3ITDOS9N8,B003GAEW6Y,purchase,5.0,2012-04-29
16981,A2HG4PEEVFFM4W,B001SM6U3U,purchase,5.0,2013-04-25
16982,A8ZUPYIXKOSI7,B0036W8BJ6,purchase,5.0,2013-02-21
16983,A24Q3W2CVVNSEF,B005B28DOM,view,2.0,2014-01-03
16984,AWZ47W0194UVT,B003ELYQGG,purchase,5.0,2012-07-30
16985,A2Y052YEIB90TZ,B008F1U21I,purchase,5.0,2014-03-06
16986,A27ODC1AGNFKAA,B001C9KW8S,purchase,5.0,2009-09-04
16987,A3AYSYSLHU26U9,B007VL8Y5E,purchase,5.0,2012-07-23
16988,A2JLF57SPAC4MD,B007YWMCA8,purchase,5.0,2013-04-09
16989,AMXNQG358WSGB,B000EY5F5C,purchase,5.0,2013-06-11
16990,A2OXTG5HSU3NWC,B0054EORJC,purchase,5.0,2013-11-21
16991,A9Y5CYXDYA4Z3,B002PF8WZ8,add_to_cart,4.0,2010-01-24
16992,A2CJFP9K2M9H82,B003NR57BY,purchase,5.0,2014-01-09
16993,A3Q4U6LY2RHEJB,B007Y8N19S,add_to_cart,4.0,2013-06-13
16994,A1ZSXHXO5C18PP,B0051XDOZO,view,2.0,2014-07-13
16995,A3M54OSVNSHOED,B0018DKODQ,view,2.0,2009-09-26
16996,A22TE5RFEO9KV9,B0060B7NCG,purchase,5.0,2013-12-30
16997,A1YIDFOSOKSAG,B0024CAVVA,purchase,5.0,2014-01-24
16998,AYTGG6XTVUG7G,B00004T1WX,add_to_cart,4.0,2001-04-22
16999,A1SBZ3PIUTHSCJ,B001T6K7G6,view,2.0,2014-04-05
17000,A24RBKSMOOSPAB,B003ES5ZUU,purchase,5.0,2011-09-07
17001,A13XPG1OR0ZZ48,B004XC6GJ0,purchase,5.0,2012-10-30
17002,A2RVOTVNA4FRWE,B00II6VT0S,add_to_cart,4.0,2014-05-02
17003,A2JT92ZFBKWMZC,B003ELYQGG,purchase,5.0,2012-08-15
17004,A3W3ESN1U8O755,B001CN7EQ2,purchase,5.0,2010-02-20
17005,A9OKIZP50PHVY,B002VYWQ1Y,purchase,5.0,2013-01-25
17006,A1D9YQF0Z5FA49,B004ILKH64,purchase,5.0,2013-01-09
17007,A2VH58R606OATT,B00EIQTKAS,purchase,5.0,2013-11-14
17008,AU451IFF4DZ8,B0043WDNRI,add_to_cart,4.0,2012-06-15
17009,A23N209XSJ37UO,B007ABANFY,purchase,5.0,2012-12-15
17010,AQRIYO32ZM1GM,B003XX91V0,purchase,5.0,2014-03-31
17011,A2PMR2PIGWKCQ9,B002UT42UI,purchase,5.0,2013-04-30
17012,A2SMP7Z70H59IB,B000OWOZ28,add_to_cart,4.0,2007-12-14
17013,A37TZU6QYFDYXU,B005ZHYNN8,purchase,5.0,2013-03-23
17014,A1DFCKK12YR0ZV,B006J70YRM,wishlist,3.0,2014-06-08
17015,AOZ6FDBL9EX4J,B004J3V7MO,purchase,5.0,2011-09-07
17016,A34LDT87RSYFRX,B000F8WC4O,add_to_cart,4.0,2008-10-24
17017,A1VF3O006JQOG4,B0082YEH8M,purchase,5.0,2013-03-20
17018,AEFCBQOMTZ0YR,B007Z92RGE,purchase,5.0,2014-05-09
17019,A31ZVYDBARQT62,B00305N47S,purchase,5.0,2013-07-01
17020,A29T318NU5MRE1,B00009YFTR,view,1.0,2007-04-26
17021,A3L2UZLJZKDUTY,B003M5KJ1K,purchase,5.0,2011-01-21
17022,A1QDQZIVU2RHDR,B004286VMW,purchase,5.0,2013-01-03
17023,AWGJ82WUJ60Y6,B00AW6HB7C,add_to_cart,4.0,2013-12-25
17024,AGVKJ6UNDOYHM,B005VS2Q5I,view,2.0,2013-03-19
17025,A18SS81ZSCBFUA,B007NSR0AK,add_to_cart,4.0,2013-06-12
17026,A38RFIB31I6EFQ,B0099SGFZI,purchase,5.0,2014-01-06
17027,A14EF1PPKMSEPU,B0046BTK14,purchase,5.0,2012-02-09
17028,A2OETOGU3YETB7,B00446JJ5S,wishlist,3.0,2012-02-03
17029,A3BZCBXJ7IYYYL,B004K1EZDS,view,1.0,2013-01-08
17030,ABN20FSQMXE4,B0002QIBNK,purchase,5.0,2008-02-13
17031,AR368X4H63U23,B005GCSZD6,add_to_cart,4.0,2011-12-08
17032,A1YYTASUTTXMIJ,B00479SVBU,add_to_cart,4.0,2013-05-03
17033,A2EFEHVZ6WHTQT,B005LN1JEC,purchase,5.0,2013-10-27
17034,A3KIRSSQB9LS4V,B004OVECU0,purchase,5.0,2011-12-17
17035,A3G07AKUPSTJU2,B000JE7GPY,add_to_cart,4.0,2010-12-10
17036,A295RSG8K1619H,B0091DR2NK,wishlist,3.0,2012-11-26
17037,A37SCBG8YJ8AVD,B002RL8IAY,add_to_cart,4.0,2010-01-28
17038,A6ILK3FXYH595,B00I3FSQHS,view,1.0,2014-06-15
17039,A38MQHVEICK46P,B006ZBWV0K,purchase,5.0,2012-10-31
17040,ABQVTQH0MC4L9,B00264NZWS,purchase,5.0,2013-01-27
17041,ACC5WAU6ZTK43,B000A2AGYS,add_to_cart,4.0,2012-12-02
17042,A24XVLDPF94CKG,B004OB0EBQ,view,1.0,2013-01-06
17043,AMY9ECDUMEXCX,B0090OLPF6,purchase,5.0,2013-08-31
17044,A3KRXRIB0VNVVF,B000ZD0CV4,purchase,5.0,2014-06-23
17045,A1DVQEDUR2Z7GV,B00080G0BK,purchase,5.0,2013-03-01
17046,AB95N4KAFE2NE,B004CIYW32,purchase,5.0,2012-05-20
17047,A1UODWQ2K6DFXT,B005KYLG0E,purchase,5.0,2012-08-01
17048,A4IMHV1ECJG2G,B003ICXCWA,purchase,5.0,2013-01-30
17049,A2V2URLB31HG59,B00766BF1E,add_to_cart,4.0,2012-04-19
17050,A1H7Y5XKPGT0OS,B004HO58KC,purchase,5.0,2011-08-17
