user_id,preferred_category,secondary_category,age_group,loyalty_tier
A2A1YZN3KTJ02S,Mobile,Camera,25-34,Silver
A14DX46J2IZSZG,Wearables,Camera,45-54,Gold
A337IWEOCA702L,Electronics,Camera,35-44,Bronze
A1XFZK820K516F,Electronics,Mobile,55+,Platinum
A35BKACHBYZZDO,Electronics,Wearables,55+,Silver
A117QT7BU7SONV,Camera,Networking,45-54,Bronze
A16PMKNN0RI2,Wearables,Electronics,55+,Platinum
AOV8L3S4QEMJF,Networking,Wearables,35-44,Silver
A1328E7Y9FJNGP,Networking,Networking,18-24,Bronze
A6J8D9V5S9MBE,Wearables,Mobile,55+,Silver
A8JQR21CWZUNS,Networking,Mobile,25-34,Bronze
A3KMTRDUT0T1ZJ,Gaming,Wearables,55+,Silver
A2BYT0Y05PN2UW,Audio,Electronics,35-44,Silver
A2LWORT4UZHG8O,Mobile,Mobile,55+,Silver
A10513YT9HLDD8,Audio,Wearables,55+,Gold
A2WR5U7RS4IIBY,Camera,Camera,25-34,Bronze
AKVNB0475EDZM,Wearables,Networking,18-24,Silver
A3ED49SLIRE39J,Gaming,Gaming,55+,Platinum
A1VZIIDK24QZGK,Gaming,Mobile,45-54,Bronze
A1Y9W50OG2QCST,Gaming,Gaming,18-24,Bronze
A2I0DDKT33WKXY,Camera,Camera,45-54,Silver
A1TJ393OFP21I8,Mobile,Wearables,55+,Gold
A2N5SEPUYGUQUO,Computers,Audio,45-54,Bronze
A3J2I7IY9ZAR10,Gaming,Electronics,25-34,Platinum
A2U8J2XZW0UUGP,Networking,Mobile,35-44,Bronze
A12EFX9QNDUJ2I,Electronics,Mobile,55+,Platinum
A34H6ML6I28PJ5,Wearables,Wearables,45-54,Silver
A14DNCG5WHM86Z,Networking,Audio,25-34,Silver
A900SF7QHJKWP,Camera,Audio,25-34,Gold
A1MSDMFCLSBNTJ,Audio,Networking,25-34,Bronze
A34Q6W27AIAE1P,Audio,Gaming,18-24,Silver
A1R2LXCVNZD0EH,Computers,Camera,25-34,Platinum
A1L2QMBQLLQ20N,Networking,Camera,25-34,Platinum
AUWKNILR12HA8,Mobile,Computers,18-24,Gold
A1YTDX66UFKMQW,Networking,Electronics,18-24,Bronze
AZDMPFDOXCFA9,Mobile,Mobile,25-34,Platinum
AWF2R7MO1T2BW,Networking,Camera,18-24,Platinum
AMO1MLSIJSQOF,Mobile,Mobile,45-54,Platinum
AQ2OKE01YDC9Q,Audio,Computers,18-24,Bronze
A1FH5194HVPXU3,Camera,Networking,55+,Platinum
A1US0XD6JJ08OX,Wearables,Wearables,25-34,Silver
A1SAPIX5B669DU,Audio,Computers,25-34,Platinum
AI2CE970IJNVM,Mobile,Mobile,18-24,Bronze
A2NP5FE8BPYQR5,Mobile,Camera,45-54,Gold
APOWRKZCES25H,Mobile,Wearables,25-34,Bronze
ARBA3PVDL118W,Gaming,Networking,45-54,Silver
A1CPU0368HS3VE,Computers,Camera,25-34,Platinum
AOXX5TN2XLF2S,Wearables,Audio,25-34,Platinum
A3EQJ9J3UYV6LJ,Camera,Electronics,35-44,Bronze
A1LE1CGX4WCVL4,Networking,Electronics,35-44,Gold
A1HIUBWCVPW54R,Wearables,Mobile,55+,Silver
ABT4HGNR22RWO,Electronics,Audio,18-24,Platinum
AIFBQO6RGQUQE,Audio,Camera,25-34,Gold
AB9KKOL8QD0F9,Wearables,Mobile,35-44,Bronze
AFORG8FF7HYKK,Networking,Computers,18-24,Platinum
A4EMNMR48UDHT,Mobile,Electronics,18-24,Silver
A3G9MGA9GO94IA,Wearables,Electronics,18-24,Gold
A3V8LFCAD7CMZR,Mobile,Wearables,35-44,Bronze
A2APGOIGMQHAPM,Networking,Audio,35-44,Gold
A1ZA4AHG0JXT0W,Networking,Wearables,35-44,Platinum
A2FJYLPU61D8FE,Mobile,Mobile,35-44,Silver
A1BXHDN47VOT2N,Camera,Camera,18-24,Bronze
A1APJ2MX2NWX0K,Networking,Mobile,25-34,Bronze
ABQPI9Q6JC8LR,Computers,Computers,25-34,Bronze
A2QYUZEU5DU1IN,Camera,Mobile,18-24,Gold
A1031T963BGNRU,Gaming,Computers,45-54,Bronze
A5W5LJNL3UOFG,Networking,Audio,45-54,Platinum
A160663SCQJIU,Networking,Mobile,18-24,Bronze
A2XVGWQZN26LX9,Gaming,Electronics,55+,Platinum
A29S324NZPX75P,Audio,Gaming,25-34,Bronze
A3UF33TMBA24GL,Computers,Networking,18-24,Silver
A1CFZH0IZ00H51,Electronics,Audio,18-24,Bronze
A89BORLG8QVC1,Camera,Computers,45-54,Gold
AT2IQUQOH1W4Q,Audio,Networking,45-54,Platinum
A17SQPETRR6PHP,Networking,Electronics,25-34,Platinum
A26OK2WZBSMG1H,Networking,Audio,45-54,Silver
A3DH74L21G9QFJ,Wearables,Networking,35-44,Gold
A1M6KQM4W2G7JK,Camera,Camera,35-44,Silver
A2BC1XHLZ78PAV,Wearables,Mobile,18-24,Platinum
A3BVHUQH9AILNF,Electronics,Mobile,55+,Platinum
A2V6X607J27CDL,Camera,Networking,45-54,Gold
A36A1ZYZH8568P,Camera,Electronics,55+,Platinum
AY7EJEK9HUBLJ,Camera,Gaming,35-44,Bronze
A1582536NEIPAZ,Electronics,Networking,55+,Silver
A2AYJSMMTWMVL0,Camera,Camera,35-44,Silver
A3HF6GRDB25HUA,Networking,Wearables,18-24,Bronze
A187JA7XRK26NP,Computers,Computers,45-54,Bronze
A2BE9ZKWRMIM30,Computers,Gaming,18-24,Gold
ALNVUHXW9QX6G,Gaming,Computers,55+,Gold
A3CG92O6F59ZLF,Networking,Computers,25-34,Gold
AXVC8GQQMRC74,Gaming,Computers,18-24,Silver
A3CWJAYZN9HASK,Electronics,Audio,18-24,Gold
A3P0N4LWEXHLZA,Mobile,Wearables,35-44,Platinum
A37E8PSTUH63W3,Camera,Networking,18-24,Silver
A3PN0EVA1YE8A3,Computers,Mobile,55+,Bronze
A28K6GEUH89Y2T,Electronics,Wearables,18-24,Silver
APUPGFQPK6U7U,Mobile,Electronics,35-44,Gold
A2E1EFNIZL2FVA,Mobile,Networking,18-24,Gold
A3ANO1X36VNLA5,Wearables,Mobile,45-54,Platinum
A3MKIWSP6RR2OC,Wearables,Gaming,35-44,Platinum
A2QNHKYQU3N8Z2,Electronics,Wearables,25-34,Silver
A1HUXUPUHN9GJM,Networking,Gaming,35-44,Platinum
A11GAD7CMO5Y1B,Camera,Wearables,25-34,Bronze
ACQ70M28CQ5Z0,Wearables,Audio,18-24,Bronze
A3O4EYD2J2DYET,Camera,Electronics,18-24,Platinum
AM1XZ1GPFXUE8,Computers,Gaming,18-24,Platinum
A378UI7OWTO751,Networking,Mobile,45-54,Bronze
A2FH30IK1325RX,Mobile,Audio,25-34,Platinum
A2XGAC8AEGEEYE,Mobile,Camera,55+,Silver
A1XHC34F2MFZ4I,Wearables,Electronics,55+,Silver
A30N9R95G7BTBZ,Networking,Mobile,55+,Gold
A1X2USZOHAH9LB,Mobile,Gaming,45-54,Silver
A10NXMFZJJG3E8,Camera,Networking,55+,Bronze
A1U6JWVWUTAH8J,Camera,Mobile,45-54,Bronze
ALUXGLXBC5ZYT,Computers,Wearables,45-54,Bronze
A1Y5RRW8I4YX5Y,Electronics,Audio,45-54,Silver
A1GQ9JJXCUGZ7W,Gaming,Wearables,45-54,Platinum
A24Z879CFYGS5I,Camera,Mobile,35-44,Gold
A1BEIDZ830XB9O,Networking,Audio,25-34,Platinum
A2AJE6R9FID1KP,Networking,Mobile,18-24,Platinum
A36M9UYXV36TBC,Electronics,Networking,18-24,Platinum
A7YGCP0XJOB2C,Audio,Mobile,45-54,Bronze
A3SQX0SUSEUP0S,Networking,Mobile,55+,Gold
A2U94ONFLR4S27,Mobile,Audio,25-34,Gold
A3SDZPWY95DVFW,Electronics,Networking,55+,Platinum
AAWVXDX9GIJZ,Computers,Camera,25-34,Platinum
A30FWX27EQ90RI,Gaming,Gaming,35-44,Silver
A264KQAAM1FJ59,Mobile,Networking,55+,Platinum
A215D8A61X6UC0,Audio,Computers,45-54,Platinum
A35MUY1T5C335X,Audio,Audio,25-34,Silver
AY9NGSSGF8570,Wearables,Computers,55+,Platinum
A1ES9IQ5EZ4XQF,Audio,Electronics,55+,Platinum
A1VST38RQIUU6J,Gaming,Wearables,18-24,Silver
A1UZ4T0AUIDF78,Gaming,Gaming,35-44,Gold
A3S8DBILHFDSJF,Mobile,Camera,55+,Bronze
AZE1V6HA4T3T4,Computers,Wearables,45-54,Silver
A3NY8UC83LFODF,Networking,Wearables,25-34,Silver
A2P6EPQ906M3AJ,Electronics,Electronics,55+,Bronze
A3LB6960BFMG09,Gaming,Mobile,45-54,Bronze
AVO7AO6SSFMJ7,Wearables,Camera,55+,Silver
A2X6BMP1YDU8IL,Wearables,Electronics,35-44,Silver
APCQVM3G91LL,Camera,Camera,55+,Bronze
A23AR9JODMW7PB,Mobile,Camera,25-34,Bronze
AOS2A9LDAP1ZJ,Camera,Computers,55+,Bronze
A2SF8JFL6UM1WN,Computers,Camera,55+,Gold
AWYS8C439MHTU,Wearables,Electronics,18-24,Bronze
A1PXM4MWE6E1R8,Mobile,Camera,55+,Gold
A3FD246VG3Q6QC,Gaming,Wearables,45-54,Gold
A2V3WLOPBX75XV,Wearables,Networking,25-34,Platinum
A2QQZBMDMUU6LH,Wearables,Electronics,55+,Bronze
A3SOOGHVHVMKZG,Wearables,Networking,55+,Gold
A368FTNOR7MRRW,Gaming,Mobile,45-54,Platinum
A2XXCCT0TBVDIE,Camera,Wearables,35-44,Bronze
A1L0ERV84380YQ,Wearables,Networking,35-44,Platinum
A1USWC8QEJK6EW,Electronics,Networking,35-44,Gold
AHKOC7T4ZOGQL,Mobile,Gaming,18-24,Silver
A3G4LC66GBUPRS,Gaming,Computers,45-54,Silver
A1IPHU7URJ99H6,Computers,Networking,45-54,Silver
A3A3ERO6MDP3GL,Camera,Computers,35-44,Platinum
A11RB5H3JKXOEW,Networking,Camera,18-24,Silver
A2OCIU45NY83OB,Electronics,Audio,45-54,Gold
A3S0UMDVHX2CWF,Wearables,Networking,45-54,Silver
A3N9946VS9D0CC,Audio,Mobile,25-34,Silver
AROUW60QN2ON8,Mobile,Camera,35-44,Silver
A3DUWTIO3ZA37,Audio,Wearables,35-44,Platinum
A32KNDP80CTKR6,Mobile,Electronics,55+,Bronze
A3LEV82KANJVZL,Mobile,Wearables,45-54,Platinum
A1052WV5BFIRML,Electronics,Electronics,35-44,Bronze
A1OUSIJKA3T7J0,Audio,Gaming,55+,Bronze
A1EZR8QUJR0EFJ,Computers,Audio,25-34,Platinum
A239ORPO3H0EX1,Camera,Audio,35-44,Silver
A1FILAQTEL8V64,Computers,Mobile,25-34,Gold
A3VJ0H4RHLQD96,Audio,Audio,55+,Bronze
A22KV319UYK5I1,Camera,Audio,55+,Bronze
A1JH22KB24RGBM,Camera,Wearables,45-54,Bronze
AKS2YKH7TLD98,Electronics,Gaming,18-24,Gold
A1FKJV7U7IXE1L,Camera,Audio,35-44,Gold
A147TP8FQ6XNUT,Networking,Computers,55+,Gold
A4CNZJC77AIRY,Camera,Mobile,35-44,Platinum
A2T79NV1RLP16A,Audio,Networking,25-34,Silver
A16PPW1E26SZPX,Mobile,Audio,55+,Silver
A2NP5SYGP4TKLF,Wearables,Mobile,18-24,Bronze
A2HNGGKFMSKFQ4,Audio,Computers,18-24,Bronze
A292PGIASFMUHK,Gaming,Camera,45-54,Platinum
ACFEDGO50BP4X,Electronics,Audio,25-34,Platinum
AGFGY4EJ37VS2,Audio,Camera,18-24,Silver
A1JQEHT34KUE1W,Networking,Mobile,45-54,Silver
A2GIUHN8JU8YOK,Camera,Audio,25-34,Bronze
A16LV2MK30GX1J,Camera,Mobile,45-54,Platinum
A1ZCC4FCBOUIFW,Computers,Computers,35-44,Platinum
A3PWDPQ4B1S7G8,Mobile,Audio,55+,Platinum
A2NZNOWK516FVJ,Audio,Networking,18-24,Platinum
A3Q7X5SQ2XZ0GV,Gaming,Electronics,25-34,Gold
A103B9HRPRY4IB,Audio,Wearables,55+,Gold
AUG46KNEE7G4W,Computers,Audio,18-24,Silver
A3R4V0RJKQ56G3,Electronics,Audio,35-44,Silver
A5RTYPETTEPP3,Gaming,Networking,18-24,Bronze
A2O72VVBRBKK6C,Mobile,Electronics,35-44,Gold
A34VCCL1YO6D0I,Networking,Gaming,45-54,Bronze
AOOU4GVVQHK5O,Networking,Networking,35-44,Platinum
A1MA8JUNE4EJ1Z,Wearables,Mobile,55+,Platinum
AXT4VG2XDXGC4,Electronics,Mobile,18-24,Silver
A3BGM94UN9B2DZ,Camera,Camera,45-54,Bronze
A1A2W9A6MHR8JY,Networking,Audio,18-24,Bronze
A2SKID8XMX80NV,Gaming,Electronics,35-44,Silver
A30NWV3164AZMK,Camera,Computers,35-44,Gold
A1DQ8YM2995IB2,Wearables,Computers,55+,Gold
AAKQTXS4JOUR5,Networking,Electronics,35-44,Silver
A3647Z442GMH2H,Mobile,Gaming,45-54,Gold
A1V8ZZOQ50N74V,Computers,Networking,45-54,Bronze
A2M4HEFLTPQMUH,Computers,Networking,18-24,Gold
A12VYWCG0OBMM9,Gaming,Mobile,45-54,Bronze
A133XSH1HCX6TI,Audio,Networking,25-34,Platinum
AP61BISLTNSE,Electronics,Audio,18-24,Bronze
A21150LQQN6PF4,Computers,Computers,55+,Platinum
AICH7NG4S98KO,Computers,Networking,18-24,Silver
A72RHFFP4XFFB,Wearables,Gaming,25-34,Bronze
AV3AUFSA1DXVZ,Networking,Wearables,18-24,Platinum
A1BUIA6075OA8Q,Audio,Computers,35-44,Bronze
A141NL3LYZVM5K,Camera,Audio,45-54,Gold
A2ERM0NKMRQD8C,Networking,Wearables,55+,Silver
ADXG7UKV5A7T2,Computers,Mobile,55+,Gold
AONLZKCAMSZ5C,Audio,Gaming,35-44,Bronze
AE2AC1C8TCIBU,Electronics,Camera,45-54,Silver
A11URAD9BNIFTJ,Audio,Camera,35-44,Silver
ARI0887EEA1L4,Gaming,Networking,18-24,Bronze
A10JAY12QUQT8Q,Audio,Wearables,18-24,Bronze
A12ESGQ81M70JX,Computers,Camera,25-34,Bronze
AM0H2DRCY3JDL,Gaming,Mobile,18-24,Bronze
ANL0ZJZJ4URIG,Gaming,Audio,18-24,Silver
A3I6Y738QTWJB8,Wearables,Gaming,55+,Bronze
A2EB0RM39B711B,Networking,Electronics,25-34,Silver
A2R3FU0SJPURIK,Electronics,Camera,55+,Platinum
A2MXL2JNFBISTJ,Audio,Camera,55+,Bronze
A88ERKR91RUKB,Networking,Mobile,35-44,Silver
AKM4NI0ZDBBOU,Wearables,Gaming,45-54,Silver
A1HX95OD2811AQ,Gaming,Mobile,55+,Gold
AK1GVJSUZ1Z7Y,Camera,Mobile,18-24,Bronze
A3696Y9MWBW83S,Computers,Gaming,25-34,Silver
A1T1W7UMW8UMUY,Electronics,Electronics,25-34,Platinum
A3RQX5OWFCJ6J0,Gaming,Audio,55+,Bronze
A1KI7YHQEOS1RB,Camera,Computers,35-44,Bronze
A33X67NEFTMARC,Electronics,Computers,35-44,Bronze
A3S6HRLH2S75R5,Audio,Computers,55+,Silver
A1ZNO71O95BX1X,Mobile,Gaming,18-24,Gold
A2KEIW4YUJDFOG,Electronics,Electronics,45-54,Platinum
A81SBZ50JWWJS,Mobile,Electronics,35-44,Bronze
A28ZOQEWSI280X,Wearables,Gaming,55+,Gold
A1KLYIG4C74FHZ,Camera,Audio,25-34,Silver
A2ITTLEMAY03YD,Networking,Electronics,25-34,Bronze
A2MMJADLK2CVW1,Camera,Audio,55+,Silver
A255CUM7WZ1GFR,Audio,Mobile,25-34,Bronze
A54S9CIUV5VNB,Mobile,Electronics,45-54,Silver
A2L0YQ94A22TMV,Mobile,Electronics,55+,Silver
AE4P88GVZDZQH,Gaming,Computers,25-34,Platinum
A2KZ5ABOP3EORT,Gaming,Gaming,45-54,Bronze
A23ZBWK0PP4S3O,Wearables,Wearables,45-54,Gold
A2S4UJPROMTGMT,Audio,Wearables,45-54,Gold
A2GQEXMQQHPEUB,Networking,Camera,25-34,Bronze
A10C5CJK1YKGV0,Camera,Electronics,18-24,Silver
AT65XR8QQLAFT,Camera,Electronics,55+,Platinum
A1I3YCZ58CJ01E,Mobile,Audio,45-54,Platinum
AWMQUXCT227O8,Mobile,Gaming,35-44,Gold
AXHZN09O65D04,Computers,Wearables,18-24,Bronze
A1O637IGJ014ZT,Wearables,Camera,25-34,Silver
A1GI1OKBU3R4HL,Camera,Computers,18-24,Platinum
A1JZFGZEZVWQPY,Networking,Electronics,18-24,Platinum
AJC168PHCIBMO,Electronics,Mobile,35-44,Gold
ALNQFCZ3JMH7X,Gaming,Networking,45-54,Platinum
A10AEECTIIU3AW,Camera,Gaming,18-24,Bronze
A3SORJTNKR1M0P,Computers,Camera,25-34,Silver
AFHA02P8G4FFH,Audio,Networking,25-34,Gold
A1AAN6JOPT86NQ,Camera,Electronics,25-34,Gold
AR0TID0Y19R2X,Camera,Audio,35-44,Platinum
ACASEIWET37PO,Networking,Electronics,55+,Platinum
A2V04NQOIDX3MJ,Camera,Computers,35-44,Silver
A1ZWZPL4TR944A,Gaming,Camera,25-34,Bronze
A2CRMNPT0RTH8V,Computers,Mobile,55+,Silver
A3OG9J7OZQ2UBD,Electronics,Electronics,35-44,Bronze
AGGU8GVB24L6C,Audio,Camera,35-44,Gold
A1W72BIGYKOGHI,Audio,Gaming,25-34,Platinum
A39SXIQQ519MWA,Networking,Electronics,45-54,Bronze
A5X3OZ3GTDVM4,Electronics,Camera,45-54,Silver
A2CXDHOCTF1XQT,Computers,Networking,18-24,Silver
A10TOQCX3TUFNU,Mobile,Mobile,45-54,Gold
AMVDS13O1B9N5,Computers,Mobile,35-44,Platinum
A2EHII99AYKT6O,Camera,Audio,55+,Silver
A1ILS0R3USIU9O,Gaming,Wearables,25-34,Gold
AJC4XDW6QHSVW,Gaming,Camera,25-34,Silver
A3LJ62MYKYGKUQ,Mobile,Wearables,35-44,Silver
AM7U4FXXNE02I,Mobile,Audio,45-54,Bronze
A3LAQ43Y9040VH,Mobile,Audio,25-34,Gold
A26KLLJAEC6XY,Camera,Camera,45-54,Bronze
A3475YO8NTGM3A,Networking,Gaming,35-44,Platinum
A1OBBBUQO1V6RS,Audio,Camera,35-44,Gold
A1PVWVYUKXW28Y,Wearables,Camera,45-54,Gold
A31UK0H31ECMQX,Networking,Computers,35-44,Platinum
A1YZC5HOUJ9F68,Camera,Mobile,55+,Bronze
ADRB1Y43SCELN,Wearables,Camera,35-44,Bronze
A3SO4SZPDNW0S3,Electronics,Camera,18-24,Gold
A3PJ5YL6KFDL3,Audio,Audio,35-44,Gold
AMWCQPP3VUPYT,Mobile,Wearables,45-54,Silver
A1J5XF5SRGNPV9,Networking,Gaming,18-24,Silver
A2SLBXVG12Q9Q8,Audio,Networking,18-24,Silver
A2TVIGQ87H55S4,Computers,Mobile,55+,Platinum
AM5Q5HBD036LI,Mobile,Wearables,18-24,Silver
A296911J0O5E6W,Electronics,Camera,18-24,Platinum
A3RTRRENFVBS4F,Computers,Gaming,25-34,Gold
AIV4DVRWMR9QD,Wearables,Networking,45-54,Silver
A3NUIG8AO9I6JM,Electronics,Camera,18-24,Gold
A1GHKSWT15FDWU,Camera,Mobile,55+,Silver
A306153FTKS9PL,Camera,Wearables,45-54,Platinum
A259Y35U52OXBL,Gaming,Wearables,18-24,Gold
AX5N2QSLQSGPW,Camera,Networking,18-24,Platinum
A2K1IX9NJ1LHIG,Computers,Computers,55+,Gold
A1O2E9DLFLUBQD,Camera,Networking,55+,Gold
A3R5VZU3D7OCY2,Mobile,Electronics,35-44,Bronze
A3LVNBTO9J363D,Camera,Camera,18-24,Bronze
A3CE6E8TTDZ0AE,Computers,Gaming,35-44,Bronze
A192MRLJTKQYQC,Gaming,Camera,55+,Silver
AVAMIBZZ8NWZO,Electronics,Electronics,25-34,Silver
AJI3WKCH0QZAQ,Audio,Networking,35-44,Bronze
A11OPVWSE8L9ON,Audio,Audio,18-24,Gold
A2NPZWLWFIG6QM,Wearables,Electronics,25-34,Gold
A1ILIMPGLRRJ2U,Mobile,Computers,55+,Platinum
A29DIKORVF5Q8,Audio,Networking,18-24,Bronze
A3PVH6T016D2YA,Camera,Electronics,35-44,Platinum
A347K7FACQJBFO,Audio,Mobile,18-24,Platinum
A1S1ZPUJFPZ8IP,Camera,Audio,55+,Platinum
AJK2ETW0MMG9P,Camera,Camera,18-24,Gold
A22JNORZI4KPAP,Audio,Mobile,45-54,Silver
A1DA3JX0KSXLM3,Camera,Audio,45-54,Gold
A36T0V2XO1Z9OU,Gaming,Gaming,35-44,Silver
A3G38X9S3XLCA7,Mobile,Audio,18-24,Platinum
AUJ72IYIW9X51,Electronics,Computers,25-34,Silver
ADCRAQQTDYFSQ,Networking,Camera,35-44,Gold
A9HGG51MLLWPX,Electronics,Gaming,35-44,Bronze
A3OQ0PFMDXN4LH,Networking,Mobile,18-24,Platinum
A1AQJCJVNK55PF,Computers,Mobile,55+,Bronze
A15MFTBDJP4V56,Networking,Gaming,55+,Bronze
A1BD7GWAOWRAHY,Wearables,Wearables,18-24,Gold
A36E9LIGK79E2L,Audio,Computers,25-34,Gold
A20D7AIXC4SECL,Gaming,Electronics,45-54,Bronze
A3SSFG3PMGXHCP,Mobile,Audio,45-54,Gold
A22KRTIWDLOA98,Gaming,Audio,45-54,Platinum
A3NVB3FJI3Y5HM,Mobile,Computers,35-44,Gold
A26EB0MDHMDD5U,Mobile,Networking,25-34,Silver
AOWQRAOX86BJW,Gaming,Electronics,18-24,Platinum
A3DR4VEX0G7IN9,Mobile,Networking,35-44,Platinum
AVMLS7E77SXHZ,Audio,Electronics,18-24,Bronze
A3412L0GXNIJ01,Networking,Electronics,35-44,Platinum
A376RFJ7Q3T7ET,Camera,Networking,45-54,Bronze
A3MH0CKDNQO0JC,Camera,Gaming,18-24,Platinum
A3H5WOXWJF81V6,Electronics,Mobile,18-24,Bronze
A394CKUKONRFVM,Wearables,Wearables,25-34,Gold
A13OJZ0U6CWUMQ,Gaming,Computers,35-44,Gold
A2Y28QUML1Q9I7,Networking,Audio,45-54,Platinum
A1UU077IV7OLGD,Networking,Electronics,18-24,Platinum
A2O5QY7IW4CR3E,Computers,Audio,18-24,Bronze
A3SV40F6ALTNSW,Gaming,Networking,45-54,Gold
ACYZ2P81A4CU3,Mobile,Mobile,55+,Silver
AQARJG1HXA3CL,Mobile,Mobile,18-24,Bronze
A1MZPSRW20L23R,Electronics,Camera,25-34,Bronze
A11TU7RRGKSBP8,Computers,Wearables,45-54,Platinum
A2T7RS40JF13XS,Audio,Computers,45-54,Platinum
A1QOVV0RHKNG57,Camera,Camera,25-34,Silver
A2JYIL0MP0RM2S,Wearables,Networking,55+,Platinum
A1URM7GWLVUH6U,Networking,Wearables,18-24,Silver
A1BG7006SQDN4C,Mobile,Computers,35-44,Gold
A23D13HKTA95WX,Wearables,Networking,55+,Bronze
A1J3CT6KBX748W,Camera,Networking,45-54,Bronze
A6ZPLVAUQ6695,Mobile,Networking,35-44,Gold
A26TY242MODUVU,Audio,Networking,18-24,Bronze
A1WPF9PLKTMICU,Gaming,Electronics,25-34,Silver
A23A0SXUF6KKF3,Mobile,Computers,18-24,Silver
A1WAWCE9IJNS0B,Mobile,Electronics,55+,Platinum
A3C6NXBNUDQMAE,Electronics,Mobile,25-34,Platinum
A1IM3J63CT82AZ,Camera,Gaming,35-44,Platinum
A33KJOYQ53IOOC,Electronics,Computers,35-44,Platinum
AJHYPH7T2MROC,Mobile,Electronics,35-44,Bronze
ASRMT0X0G4UU2,Audio,Networking,25-34,Bronze
A1MYPNA5JB79T5,Electronics,Gaming,45-54,Bronze
A18U9BQQQ0U8F5,Audio,Wearables,55+,Platinum
AKIFXI6I8BRU,Camera,Gaming,18-24,Gold
A7QLUVAWPL0J9,Audio,Electronics,25-34,Bronze
A3GJJC6CDI0QF7,Camera,Audio,35-44,Platinum
A3E2C0GU09ST75,Electronics,Wearables,55+,Silver
A3EGXCMJ62UOVG,Mobile,Wearables,25-34,Bronze
A1M3OX2MCNNFJV,Mobile,Camera,45-54,Silver
A47YGBHO43DZZ,Computers,Computers,35-44,Silver
A340LR5EE970EJ,Networking,Wearables,35-44,Platinum
A3PZYRZ8YFTZSF,Audio,Wearables,18-24,Platinum
A9PWX5IY0R2XW,Electronics,Mobile,25-34,Silver
AHC692C6O1YME,Gaming,Computers,45-54,Bronze
AMLXY5B95T869,Gaming,Electronics,18-24,Silver
A2LI5QPDH1WA0P,Audio,Wearables,18-24,Gold
A3U6KB8P6NOLEP,Audio,Electronics,35-44,Bronze
A2H667ZUNLNTF1,Mobile,Networking,18-24,Platinum
A2XWEQVYRJ52A3,Gaming,Electronics,35-44,Silver
A2HYFUNGZJX2YE,Camera,Camera,35-44,Platinum
A2RXV5YUM8T4MP,Gaming,Networking,55+,Gold
A3LRF502X362G8,Computers,Audio,25-34,Silver
AASZ0Q2E091DL,Computers,Mobile,55+,Bronze
A3U9E7K65AYZ61,Wearables,Gaming,18-24,Gold
A1UZW8EIHX62J4,Mobile,Camera,35-44,Platinum
A1RICQ2QLH31FE,Camera,Mobile,18-24,Bronze
A30Z2W0YM648PC,Mobile,Networking,45-54,Gold
A2REXQ7817EC6I,Gaming,Audio,45-54,Silver
A1KIAKXVCDU67D,Networking,Wearables,35-44,Platinum
AHYL5YYPASAEG,Computers,Wearables,45-54,Gold
A28MFFBOT4KHM1,Camera,Audio,55+,Silver
A2Q12G0CRKK0KP,Electronics,Networking,55+,Platinum
A38GX4Q401BJVU,Computers,Gaming,18-24,Bronze
A1Y5S3NPCMGFNS,Computers,Gaming,25-34,Silver
AZVA520PZOJR3,Wearables,Audio,45-54,Silver
A2SOKAHZN4JQOH,Wearables,Electronics,18-24,Bronze
A2CIB92XEU0A81,Camera,Camera,25-34,Bronze
A3MGUPD7C6CDIP,Gaming,Networking,45-54,Platinum
A3ALH2Q3HWGZNG,Networking,Networking,45-54,Gold
A1PX69JLXRCGJW,Camera,Mobile,18-24,Gold
A147FUNITGB21I,Wearables,Computers,25-34,Bronze
A3S8CTI9FP0CSZ,Camera,Gaming,35-44,Gold
A1IBFW2RHNM9BK,Mobile,Gaming,25-34,Bronze
A15SFMILCCEIF8,Mobile,Mobile,18-24,Silver
A1MOOGM71BHRPL,Electronics,Gaming,55+,Bronze
A2WXZ7ZF03OU1E,Mobile,Networking,35-44,Silver
AOS3JKZ3AU18Q,Mobile,Electronics,35-44,Silver
A1YHSL74RMR7PW,Networking,Audio,25-34,Silver
A3HDSPFMOCEUTA,Mobile,Camera,25-34,Silver
A2MUK1LZNHF7PN,Computers,Networking,55+,Bronze
A2I5PY02XEB33H,Camera,Computers,35-44,Gold
ATF73MTLPEMXP,Computers,Audio,25-34,Gold
A3NZGQ0RG93ZAG,Mobile,Networking,18-24,Silver
A3GW38JAXAT23Q,Audio,Electronics,35-44,Bronze
A320DLHQTRFL5L,Mobile,Networking,25-34,Platinum
APPCEHS05VYYX,Electronics,Audio,18-24,Bronze
ARHPM3UT4L3OX,Camera,Wearables,25-34,Silver
AKR5QKK7RMCOR,Computers,Gaming,25-34,Silver
A2DXYWRYVDCZGX,Computers,Wearables,55+,Gold
A2KDAR3YLBMPDL,Electronics,Computers,55+,Bronze
A2B0RSW5VDCEL4,Electronics,Wearables,55+,Platinum
A2WS0U5Z29AB4K,Electronics,Computers,25-34,Platinum
A1K9FIA48K45PD,Camera,Gaming,25-34,Gold
A34OIK0AA883SX,Computers,Wearables,55+,Bronze
A1PCU2NR1YVEXJ,Gaming,Networking,18-24,Silver
A1IGO319TZ0AUF,Computers,Computers,55+,Bronze
A2X740IBMK9K8Z,Wearables,Gaming,55+,Gold
